UniqueID,PersonID,Group,PractLevel,Sequence,ItemNum,NormVariant,Defect_Type,Diagnosis,UserTOC,Certainty,ItemNAbN,Accurate
3950,MS017,MS,Medical Student,206,A0204,TRUE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture and normal variant with extra distal tibial ossificaiton centre.,10.859,Probably,Abnormal,0
3951,MS017,MS,Medical Student,207,A0179,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,10.031,Probably,Abnormal,0
3952,MS017,MS,Medical Student,208,A0088,FALSE,None,Normal,8.281,Definitely,Normal,1
3953,MS017,MS,Medical Student,209,A0212,FALSE,None,Normal,12.141,Probably,Normal,1
3954,MS017,MS,Medical Student,210,A0052,FALSE,None,Normal,10.359,Probably,Normal,1
3955,MS017,MS,Medical Student,211,A0065,FALSE,None,Normal,10.234,Definitely,Normal,1
3956,MS017,MS,Medical Student,212,A0231,FALSE,SH II of distal tibia. Oblique fracture of the fibula,Salter-Harris II fracture of the distal tibia with significant displacement of the epiphysis Oblique fracture of the distal fibula,7.094,Definitely,Abnormal,1
3957,MS017,MS,Medical Student,213,A0223,FALSE,SH II of distal fibula and avulsion of distal tibia,Salter-Harris II fracture of the distal fibula,8.906,Definitely,Abnormal,1
3958,MS017,MS,Medical Student,214,A0226,FALSE,SH II of distal fibula,Salter-Harris II fracture of the lateral aspect of the fibula,10.203,Probably,Abnormal,0
3959,MS017,MS,Medical Student,215,A0164,FALSE,Distal fibular epiphyseal avulsion fx,Linear avulsion fracture of the tip of the fibular epiphysis,8.094,Probably,Abnormal,0
3960,MS017,MS,Medical Student,216,A0107,FALSE,None,Normal,13.484,Probably,Normal,1
3961,MS017,MS,Medical Student,217,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,7.828,Definitely,Abnormal,1
3962,MS017,MS,Medical Student,218,A0177,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,11.688,Probably,Abnormal,0
3963,MS017,MS,Medical Student,219,A0063,FALSE,None,Normal,10.781,Probably,Normal,1
3964,MS017,MS,Medical Student,220,A0132,FALSE,None,Normal,11.172,Probably,Normal,1
3965,MS017,MS,Medical Student,221,A0222,FALSE,SH II of distal fibula,Likely a Salter-Harris I or II fracture of the distal fibula,14.063,Probably,Abnormal,0
3966,MS017,MS,Medical Student,222,A0118,FALSE,None,Normal,10.36,Probably,Normal,1
3967,MS017,MS,Medical Student,223,A0162,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,12.078,Definitely,Abnormal,0
3968,MS017,MS,Medical Student,224,A0126,FALSE,None,Normal variant with bony protruberance of calcaneous,11.391,Probably,Normal,1
3969,MS017,MS,Medical Student,225,A0018,FALSE,None,Normal,14.797,Probably,Normal,1
3970,MS017,MS,Medical Student,226,A0245,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,11.641,Probably,Abnormal,0
3971,MS017,MS,Medical Student,227,A0051,FALSE,None,Normal,10.954,Probably,Normal,1
3972,MS017,MS,Medical Student,228,A0097,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,9.062,Probably,Normal,1
3973,MS017,MS,Medical Student,229,A0140,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre at the superior part of the calcaneus,11.844,Probably,Normal,1
3974,MS017,MS,Medical Student,230,A0093,FALSE,None,Normal,8.906,Probably,Normal,1
3975,MS017,MS,Medical Student,231,A0221,FALSE,SH I of distal fibula. May be normal variant.,Avulsion fracture of the medial aspect of the distal fibula versus a normal variant  Can not rule out a Salter-Harris I fracture of distal fibula,9.89,Probably,Abnormal,0
3976,MS017,MS,Medical Student,232,A0186,FALSE,SH I and avulsion of distal fibula,Suggestive of a Salter-Harris I fracture and avulsion fracture of distal fibula,11.078,Probably,Abnormal,1
3977,MS017,MS,Medical Student,233,A0141,FALSE,None,Normal,10.469,Definitely,Normal,1
3978,MS017,MS,Medical Student,234,A0101,FALSE,None,Normal,9.594,Probably,Normal,1
3979,MS018,MS,Medical Student,1,A0234,FALSE,Spiral SH II of distal tibia,A spiral fracture of the tibia with possible extension into the physis,118.22,Definitely,Abnormal,1
3980,MS018,MS,Medical Student,2,A0153,FALSE,SH1 and Avulsion fx of distal fibula,Suggestive of a Salter-Harris I fracture and most likely a distal fibular avulsion fracture,179.659,Probably,Abnormal,0
3981,MS018,MS,Medical Student,3,A0186,FALSE,SH I and avulsion of distal fibula,Suggestive of a Salter-Harris I fracture and avulsion fracture of distal fibula,43.052,Probably,Abnormal,1
3982,MS018,MS,Medical Student,4,A0010,TRUE,Extra Ossification Centres,Normal variant with extra ossification centres of distal tibia,94.005,Probably,Normal,0
3983,MS018,MS,Medical Student,5,A0053,FALSE,None,Normal,44.073,Probably,Normal,1
3984,MS018,MS,Medical Student,6,A0074,FALSE,None,Normal,67.157,Probably,Normal,0
3985,MS018,MS,Medical Student,7,A0159,FALSE,Distal fibular epiphyseal avulsion fx,Probable avulsion fracture of the distal fibular epiphysis,91.702,Probably,Abnormal,0
3986,MS018,MS,Medical Student,8,A0156,FALSE,Avulsion fx of distal fibula with extra ossification centre at tibia,Avulsion fracture of the distal fibula with an extra ossification centre at distal tibia Os trigonum above the calcaneus,56.642,Probably,Abnormal,0
3987,MS018,MS,Medical Student,9,A0254,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,45.676,Probably,Abnormal,0
3988,MS018,MS,Medical Student,10,A0046,TRUE,Extra Ossicle,Normal variant with an extra ossicle at the tip of lateral malleolus,32.276,Probably,Normal,0
3989,MS018,MS,Medical Student,11,A0248,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,55.875,Probably,Abnormal,0
3990,MS018,MS,Medical Student,12,A0164,FALSE,Distal fibular epiphyseal avulsion fx,Linear avulsion fracture of the tip of the fibular epiphysis,17.453,Definitely,Abnormal,0
3991,MS018,MS,Medical Student,13,A0222,FALSE,SH II of distal fibula,Likely a Salter-Harris I or II fracture of the distal fibula,940.725,Probably,Abnormal,1
3992,MS018,MS,Medical Student,14,A0239,FALSE,Oblique SH II of distal tibia and spiral fracture of distal fibula,Salter-Harris II fracture of distal tibia Associated spiral fracture of the distal fibular shaft,17.906,Definitely,Abnormal,1
3993,MS018,MS,Medical Student,15,A0007,FALSE,Osteochondritis Dissecans,No fracture  Noted osteochondritis dissecans,33.531,Probably,Abnormal,0
3994,MS018,MS,Medical Student,16,A0242,FALSE,SH III of distal tibia,Salter-Harris III fracture of the lateral aspect of the distal tibia,49.122,Probably,Abnormal,1
3995,MS018,MS,Medical Student,17,A0212,FALSE,None,Normal,39.841,Probably,Normal,0
3996,MS018,MS,Medical Student,18,A0256,FALSE,SH III of distal tibia,Salter-Harris III (Tillaux) fracture of the tibia,29.748,Definitely,Abnormal,1
3997,MS018,MS,Medical Student,19,A0118,FALSE,None,Normal,36.013,Probably,Normal,1
3998,MS018,MS,Medical Student,20,A0191,FALSE,SH I of distal fibula. May be an avulsion fracture of distal fibula,Salter-Harris I fracture of the distal fibula cannot be excluded There may be an avulsion fracture of the distal fibula,44.732,Probably,Abnormal,0
3999,MS018,MS,Medical Student,21,A0070,FALSE,None,Normal,34.576,Probably,Normal,0
4000,MS018,MS,Medical Student,22,A0231,FALSE,SH II of distal tibia. Oblique fracture of the fibula,Salter-Harris II fracture of the distal tibia with significant displacement of the epiphysis Oblique fracture of the distal fibula,34.435,Definitely,Abnormal,1
4001,MS018,MS,Medical Student,23,A0176,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,20.311,Probably,Abnormal,1
4002,MS018,MS,Medical Student,24,A0027,FALSE,None,Normal,33.483,Probably,Normal,1
4003,MS018,MS,Medical Student,25,A0059,FALSE,None,Normal,28.702,Probably,Normal,0
4004,MS018,MS,Medical Student,26,A0060,FALSE,None,Normal,26.514,Probably,Normal,1
4005,MS018,MS,Medical Student,27,A0141,FALSE,None,Normal,22.952,Probably,Normal,1
4006,MS018,MS,Medical Student,28,A0174,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,27.592,Probably,Abnormal,0
4007,MS018,MS,Medical Student,29,A0087,FALSE,None,Normal,41.93,Probably,Normal,0
4008,MS018,MS,Medical Student,30,A0066,FALSE,None,Normal,20.319,Probably,Normal,1
4009,MS018,MS,Medical Student,31,A0115,FALSE,None,Normal,24.685,Probably,Normal,1
4010,MS018,MS,Medical Student,32,A0173,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,16.273,Probably,Abnormal,1
4011,MS018,MS,Medical Student,33,A0114,FALSE,None,Normal,29.943,Probably,Normal,1
4012,MS018,MS,Medical Student,34,A0040,FALSE,None,Normal,26.919,Probably,Normal,1
4013,MS018,MS,Medical Student,35,A0155,FALSE,Avulsion fx of distal fibula,Linear avulsion fracture of the distal fibular tip,19.618,Probably,Abnormal,0
4014,MS018,MS,Medical Student,36,A0116,FALSE,None,Normal,32.557,Probably,Normal,0
4015,MS018,MS,Medical Student,37,A0071,FALSE,None,Normal,20.91,Probably,Normal,0
4016,MS018,MS,Medical Student,38,A0013,FALSE,None,Normal,27.42,Probably,Normal,1
4017,MS018,MS,Medical Student,39,A0249,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,15.212,Definitely,Abnormal,1
4018,MS018,MS,Medical Student,40,A0104,FALSE,None,Normal,29.833,Probably,Normal,0
4019,MS018,MS,Medical Student,41,A0051,FALSE,None,Normal,21.982,Probably,Normal,1
4020,MS018,MS,Medical Student,42,A0204,TRUE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture and normal variant with extra distal tibial ossificaiton centre.,24.075,Probably,Abnormal,0
4021,MS018,MS,Medical Student,43,A0050,FALSE,None,Normal,33.438,Probably,Normal,0
4022,MS018,MS,Medical Student,44,A0134,FALSE,None,Normal,18.226,Probably,Normal,1
4023,MS018,MS,Medical Student,45,A0081,FALSE,None,Normal,19.257,Probably,Normal,1
4024,MS018,MS,Medical Student,46,A0024,FALSE,None,Normal,21.641,Probably,Normal,1
4025,MS018,MS,Medical Student,47,A0192,FALSE,None,Normal,15.252,Probably,Normal,1
4026,MS018,MS,Medical Student,48,A0183,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,26.398,Probably,Abnormal,1
4027,MS018,MS,Medical Student,49,A0142,FALSE,None,Normal,39.217,Probably,Normal,0
4028,MS018,MS,Medical Student,50,A0149,FALSE,None,Normal,27.71,Probably,Normal,1
4029,MS018,MS,Medical Student,51,A0068,FALSE,None,Normal,72.304,Probably,Normal,1
4030,MS018,MS,Medical Student,52,A0121,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,21.141,Probably,Normal,1
4031,MS018,MS,Medical Student,53,A0205,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,28.831,Probably,Abnormal,0
4032,MS018,MS,Medical Student,54,A0195,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,16.614,Probably,Abnormal,0
4033,MS018,MS,Medical Student,55,A0098,FALSE,None,Normal,26.758,Probably,Normal,0
4034,MS018,MS,Medical Student,56,A0168,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre of talus,38.666,Probably,Abnormal,0
4035,MS018,MS,Medical Student,57,A0152,FALSE,Distal fibular epiphyseal avulsion fx,An os trigonum is present and there is an avulsion fracture in the medial aspect of the fibular epiphysis,42.28,Probably,Abnormal,0
4036,MS018,MS,Medical Student,58,A0001,FALSE,None,Normal,32.938,Probably,Normal,1
4037,MS018,MS,Medical Student,59,A0147,FALSE,Avusion fx distal fibula,Avulsion fracture of distal fibula,26.378,Definitely,Abnormal,1
4038,MS018,MS,Medical Student,60,A0187,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and an os trigonum posterior to the talus,58.554,Probably,Abnormal,0
4039,MS018,MS,Medical Student,61,A0132,FALSE,None,Normal,42.761,Probably,Normal,1
4040,MS018,MS,Medical Student,62,A0140,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre at the superior part of the calcaneus,112.401,Probably,Normal,1
4041,MS018,MS,Medical Student,63,A0161,FALSE,Distal fibular epiphyseal avulsion fx SH I also suspected,Salter-Harris I of distal fibula and possible distal fibular avulsion fracture,40.829,Probably,Abnormal,1
4042,MS018,MS,Medical Student,64,A0213,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,40.348,Definitely,Abnormal,1
4043,MS018,MS,Medical Student,65,A0245,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,28.241,Probably,Abnormal,0
4044,MS018,MS,Medical Student,66,A0123,TRUE,Extra Ossification Centre,Normal variant with an extra ossification centre of the distal tibia,297.067,Probably,Normal,1
4045,MS018,MS,Medical Student,67,A0016,FALSE,None,Normal,30.163,Probably,Normal,1
4046,MS018,MS,Medical Student,68,A0032,FALSE,None,Normal,18.607,Probably,Normal,1
4047,MS018,MS,Medical Student,69,A0216,FALSE,"SH I of distal fibula, possilby tibia",Suggestive of a Salter-Harris I fracture of distal fibula,22.252,Probably,Abnormal,0
4048,MS018,MS,Medical Student,70,A0017,FALSE,None,Normal,22.142,Probably,Normal,0
4049,MS018,MS,Medical Student,71,A0063,FALSE,None,Normal,23.043,Probably,Normal,1
4050,MS018,MS,Medical Student,72,A0145,FALSE,None,Normal,26.899,Probably,Normal,0
4051,MS018,MS,Medical Student,73,A0200,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula and extra ossification centre adjacent to the medial malleolus,13.94,Probably,Abnormal,0
4052,MS018,MS,Medical Student,74,A0015,FALSE,None,Normal,21.171,Probably,Normal,0
4053,MS018,MS,Medical Student,75,A0165,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,15.392,Probably,Abnormal,0
4054,MS018,MS,Medical Student,76,A0138,FALSE,None,Normal,29.293,Probably,Normal,1
4055,MS018,MS,Medical Student,77,A0101,FALSE,None,Normal,24.665,Probably,Normal,1
4056,MS018,MS,Medical Student,78,A0235,FALSE,Spiral SH II of distal tibia,Spiral and Salter-Harris II fracture of distal tibia,15.342,Definitely,Abnormal,1
4057,MS018,MS,Medical Student,79,A0094,TRUE,Extraossification centre,Normal variant with extra ossification centre at distal tibia,31.856,Probably,Normal,1
4058,MS018,MS,Medical Student,80,A0096,FALSE,None,Normal,22.272,Probably,Normal,0
4059,MS018,MS,Medical Student,81,A0039,FALSE,None,Normal,14.772,Probably,Normal,1
4060,MS018,MS,Medical Student,82,A0057,FALSE,None,Normal,25.517,Probably,Normal,1
4061,MS018,MS,Medical Student,83,A0055,FALSE,None,Normal,54.909,Probably,Normal,1
4062,MS018,MS,Medical Student,84,A0004,FALSE,A0001,Normal,18.306,Probably,Normal,1
4063,MS018,MS,Medical Student,85,A0064,FALSE,None,Normal,20.76,Definitely,Normal,1
4064,MS018,MS,Medical Student,86,A0217,FALSE,Avulsion fracture of talus or calcaneus,Avulsion fracture of either the talus or calcaneus,46.147,Probably,Abnormal,0
4065,MS018,MS,Medical Student,87,A0157,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,25.066,Probably,Abnormal,1
4066,MS018,MS,Medical Student,88,A0084,FALSE,None,Normal,19.518,Probably,Normal,1
4067,MS018,MS,Medical Student,89,A0215,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,35.031,Probably,Abnormal,0
4068,MS018,MS,Medical Student,90,A0233,FALSE,SH II of distal tibia,Salter-Harris II fracture of distal tibia,39.206,Probably,Abnormal,1
4069,MS018,MS,Medical Student,91,A0054,FALSE,None,Normal,16.554,Probably,Normal,1
4070,MS018,MS,Medical Student,92,A0184,FALSE,None,Normal,25.827,Definitely,Normal,1
4071,MS018,MS,Medical Student,93,A0199,FALSE,None,Normal,23.414,Probably,Normal,0
4072,MS018,MS,Medical Student,94,A0247,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibial epiphysis,25.287,Probably,Abnormal,0
4073,MS018,MS,Medical Student,95,A0012,FALSE,None,Normal,28.07,Probably,Normal,1
4074,MS018,MS,Medical Student,96,A0162,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis,16.754,Probably,Abnormal,0
4075,MS018,MS,Medical Student,97,A0143,FALSE,None,Normal,11.326,Definitely,Normal,1
4076,MS018,MS,Medical Student,98,A0226,FALSE,SH II of distal fibula,Salter-Harris II fracture of the lateral aspect of the fibula,20.389,Probably,Abnormal,1
4077,MS018,MS,Medical Student,99,A0090,FALSE,None,Normal,25.196,Probably,Normal,0
4078,MS018,MS,Medical Student,100,A0188,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,14.431,Definitely,Abnormal,0
4079,MS018,MS,Medical Student,101,A0036,FALSE,None,Normal,38.516,Definitely,Normal,1
4080,MS018,MS,Medical Student,102,A0150,FALSE,None,Normal,52.135,Probably,Normal,0
4081,MS018,MS,Medical Student,103,A0119,FALSE,None,Normal variant with growth arrest line at distal tibia,18.697,Definitely,Normal,1
4082,MS018,MS,Medical Student,104,A0062,FALSE,None,Normal,22.863,Definitely,Normal,1
4083,MS018,MS,Medical Student,105,A0028,FALSE,None,Normal,20.93,Probably,Normal,0
4084,MS018,MS,Medical Student,106,A0038,FALSE,None,Normal,17.826,Definitely,Normal,1
4085,MS018,MS,Medical Student,107,A0014,FALSE,None,Normal,31.836,Probably,Normal,1
4086,MS018,MS,Medical Student,108,A0067,FALSE,None,Normal,26.769,Definitely,Normal,1
4087,MS018,MS,Medical Student,109,A0250,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia,20.74,Definitely,Abnormal,0
4088,MS018,MS,Medical Student,110,A0179,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,26.198,Probably,Abnormal,0
4089,MS018,MS,Medical Student,111,A0128,FALSE,None,Normal,19.358,Probably,Normal,1
4090,MS018,MS,Medical Student,112,A0078,FALSE,None,Normal,18.828,Probably,Normal,0
4091,MS018,MS,Medical Student,113,A0197,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,14.511,Probably,Abnormal,0
4092,MS018,MS,Medical Student,114,A0095,FALSE,None,Normal,19.097,Probably,Normal,0
4093,MS018,MS,Medical Student,115,A0227,FALSE,SH II of distal fibula,Possible Salter-Harris II fracture of the distal fibula,20.829,Probably,Abnormal,1
4094,MS018,MS,Medical Student,116,A0194,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,23.413,Probably,Abnormal,0
4095,MS018,MS,Medical Student,117,A0109,FALSE,None,Normal,47.638,Probably,Normal,0
4096,MS018,MS,Medical Student,118,A0052,FALSE,None,Normal,24.536,Definitely,Normal,1
4097,MS018,MS,Medical Student,119,A0108,FALSE,None,Normal,22.272,Probably,Normal,1
4098,MS018,MS,Medical Student,120,A0092,FALSE,None,Normal,19.778,Probably,Normal,1
4099,MS018,MS,Medical Student,121,A0214,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,17.205,Probably,Abnormal,1
4100,MS018,MS,Medical Student,122,A0185,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,21.971,Probably,Abnormal,0
4101,MS018,MS,Medical Student,123,A0029,FALSE,None,Normal,27.279,Probably,Normal,1
4102,MS018,MS,Medical Student,124,A0196,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,23.073,Probably,Abnormal,0
4103,MS018,MS,Medical Student,125,A0044,FALSE,None,Normal,13.749,Probably,Normal,1
4104,MS018,MS,Medical Student,126,A0175,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,28.501,Probably,Abnormal,0
4105,MS018,MS,Medical Student,127,A0117,FALSE,None,Normal,29.973,Probably,Normal,1
4106,MS018,MS,Medical Student,128,A0181,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula; extra ossification centre of distal fibula,906.403,Probably,Abnormal,0
4107,MS018,MS,Medical Student,129,A0131,FALSE,None,Normal,76.59,Probably,Normal,1
4108,MS018,MS,Medical Student,130,A0201,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,20.069,Probably,Abnormal,1
4109,MS018,MS,Medical Student,131,A0008,FALSE,None,Normal,23.975,Probably,Normal,1
4110,MS018,MS,Medical Student,132,A0158,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,21.721,Probably,Abnormal,1
4111,MS018,MS,Medical Student,133,A0091,TRUE,Extraossification centre,Normal variant with secondary ossification centre at the base of the fifth metatarsal,17.836,Probably,Normal,1
4112,MS018,MS,Medical Student,134,A0229,FALSE,SH II of distal tibia,Salter-Harris II fracture of the distal tibia,20.97,Probably,Abnormal,0
4113,MS018,MS,Medical Student,135,A0110,FALSE,None,Normal,18.376,Probably,Normal,1
4114,MS018,MS,Medical Student,136,A0122,FALSE,None,Normal,16.594,Definitely,Normal,1
4115,MS018,MS,Medical Student,137,A0225,FALSE,Avulsion of distal fibula,Avulsion fracture of the distal fibula,29.452,Probably,Abnormal,0
4116,MS018,MS,Medical Student,138,A0076,FALSE,None,Normal,18.186,Probably,Normal,1
4117,MS018,MS,Medical Student,139,A0022,FALSE,None,Normal,36.432,Probably,Normal,0
4118,MS018,MS,Medical Student,140,A0163,FALSE,Distal fibular epiphyseal avulsion fx,Avulsion fracture of the distal fibular epiphysis Extra ossification centre of tibia and os trigonum,30.844,Probably,Abnormal,1
4119,MS018,MS,Medical Student,141,A0238,FALSE,SH IV of distal tibia,Salter-Harris IV (Triplane) fracture of the distal tibia,36.051,Probably,Abnormal,0
4120,MS018,MS,Medical Student,142,A0144,TRUE,Possible fibrocartilagenous coalition of the talocalcaneal joint,Normal variant with possible fibrocartilaginous coalition of the middle facette of the talocalcaneal joint,31.756,Probably,Normal,1
4121,MS018,MS,Medical Student,143,A0182,FALSE,None,Normal,24.355,Definitely,Normal,0
4122,MS018,MS,Medical Student,144,A0170,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,23.553,Probably,Abnormal,0
4123,MS018,MS,Medical Student,145,A0177,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,28.331,Probably,Abnormal,0
4124,MS018,MS,Medical Student,146,A0251,FALSE,SH IV of distal tibia,Salter-Harris IV fracture of the distal tibia and an accessory ossicle adjacent to the lateral malleolus,30.915,Probably,Abnormal,1
4125,MS018,MS,Medical Student,147,A0025,TRUE,Accessory Ossicle,Normal variant with an accessory ossicle about the medial aspect of the distal tibial epiphysis,19.027,Probably,Normal,1
4126,MS018,MS,Medical Student,148,A0127,FALSE,None,Normal,25.747,Probably,Normal,1
4127,MS018,MS,Medical Student,149,A0126,FALSE,None,Normal variant with bony protruberance of calcaneous,20.76,Definitely,Normal,1
4128,MS018,MS,Medical Student,150,A0211,FALSE,None,Normal,18.496,Probably,Normal,0
4129,MS018,MS,Medical Student,151,A0243,FALSE,SH III of distal tibia,Salter-Harris III fracture of the distal tibia,26.689,Probably,Abnormal,1
4130,MS018,MS,Medical Student,152,A0137,FALSE,None,Normal,26.488,Probably,Normal,1
4131,MS018,MS,Medical Student,153,A0005,FALSE,None,Normal,29.383,Probably,Normal,1
4132,MS018,MS,Medical Student,154,A0102,FALSE,None,Normal,15.673,Probably,Normal,0
4133,MS018,MS,Medical Student,155,A0160,FALSE,Avulsion fx of distal fibula,Avulsion fracture of the distal fibula,8.563,Definitely,Abnormal,1
4134,MS018,MS,Medical Student,156,A0167,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,14.991,Probably,Abnormal,0
4135,MS018,MS,Medical Student,157,A0045,FALSE,None,Normal,28.521,Probably,Normal,1
4136,MS018,MS,Medical Student,158,A0230,FALSE,SH II of distal tibia,Salter-Harris II and spiral fracture of the distal tibia,15.733,Definitely,Abnormal,1
4137,MS018,MS,Medical Student,159,A0011,FALSE,Medial malleolar avulsion fracture,Cannot rule out medial malleolar avulsion fracture,16.825,Probably,Abnormal,0
4138,MS018,MS,Medical Student,160,A0220,FALSE,SH II of distal fibula,Salter-Harris II fracture of the distal fibula,20.66,Definitely,Abnormal,1
4139,MS018,MS,Medical Student,161,A0237,FALSE,SH II of distal tibia,Displaced Salter-Harris II fracture of the distal tibia,24.785,Probably,Abnormal,1
4140,MS018,MS,Medical Student,162,A0223,FALSE,SH II of distal fibula and avulsion of distal tibia,Salter-Harris II fracture of the distal fibula,14.611,Definitely,Abnormal,1
4141,MS018,MS,Medical Student,163,A0166,TRUE,Os Trigonum,Normal variant with os trigonum posterior to talus,33.568,Probably,Normal,0
4142,MS018,MS,Medical Student,164,A0099,FALSE,None,Normal,14.881,Probably,Normal,1
4143,MS018,MS,Medical Student,165,A0002,FALSE,None,Normal,23.073,Probably,Normal,1
4144,MS018,MS,Medical Student,166,A0100,FALSE,None,Normal,19.949,Probably,Normal,0
4145,MS018,MS,Medical Student,167,A0246,FALSE,SH III of distal tibia,Tillaux fracture (Salter III) of the distal tibia,32.086,Definitely,Abnormal,1
4146,MS018,MS,Medical Student,168,A0023,TRUE,Growth Arrest Line,Normal variant with the presence of a growth arrest line,18.046,Probably,Normal,1
4147,MS018,MS,Medical Student,169,A0082,FALSE,None,Normal,16.033,Probably,Normal,0
4148,MS018,MS,Medical Student,170,A0172,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,22.102,Probably,Abnormal,1
4149,MS018,MS,Medical Student,171,A0003,FALSE,None,Normal,18.137,Probably,Normal,1
4150,MS018,MS,Medical Student,172,A0221,FALSE,SH I of distal fibula. May be normal variant.,Avulsion fracture of the medial aspect of the distal fibula versus a normal variant  Can not rule out a Salter-Harris I fracture of distal fibula,22.863,Probably,Abnormal,0
4151,MS018,MS,Medical Student,173,A0206,FALSE,SH I of distal fibula,Suggestive of a Salter-Harris I fracture of distal fibula,19.969,Probably,Abnormal,1
4152,MS018,MS,Medical Student,174,A0033,TRUE,Os supranaviculare,Normal variant with an os supranaviculare,25.587,Probably,Normal,1
4153,MS018,MS,Medical Student,175,A0120,FALSE,None,Normal,16.734,Probably,Normal,1
4154,MS018,MS,Medical Student,176,A0041,FALSE,None,Normal,55.309,Probably,Normal,1
4155,MS018,MS,Medical Student,177,A0228,FALSE,SH II of distal tibia and spiral fracture of fibula,Salter-Harris II fracture of distal tibia  Spiral fracture of the fibula and tibia,14.981,Definitely,Abnormal,1
4156,MS018,MS,Medical Student,178,A0006,FALSE,None,Normal variant with extra epiphyseal ossification centre,28.681,Probably,Normal,0
4157,MS018,MS,Medical Student,179,A0244,FALSE,SH III of distal tibia,Salter-Harris III fracture of the tibia,13.42,Definitely,Abnormal,1
4158,MS018,MS,Medical Student,180,A0058,FALSE,None,Normal,21.12,Probably,Normal,1
4159,MS018,MS,Medical Student,181,A0136,FALSE,Evidence of healing from an old fracture,Normal with evidence of healing from an old fracture,22.152,Probably,Normal,1
4160,MS018,MS,Medical Student,182,A0048,FALSE,None,Normal,25.547,Probably,Normal,1
4161,MS018,MS,Medical Student,183,A0061,FALSE,None,Normal,18.046,Probably,Normal,1
4162,MS018,MS,Medical Student,184,A0107,FALSE,None,Normal,20.59,Definitely,Normal,1
4163,MS018,MS,Medical Student,185,A0088,FALSE,None,Normal,21.521,Probably,Normal,1
4164,MS018,MS,Medical Student,186,A0112,FALSE,None,Normal,20.259,Probably,Normal,0
4165,MS018,MS,Medical Student,187,A0105,FALSE,None,Normal,21.701,Probably,Normal,1
